group,id,course,module,grade
3,247,Environmental Stewardship,1,10
3,247,Environmental Stewardship,1,12.5
3,247,Environmental Stewardship,1,15
3,247,Environmental Stewardship,1,10.5
3,247,Environmental Stewardship,1,13.5
3,247,Environmental Stewardship,1,14.25
3,247,Herbalism and Medicine,1,4.75
3,247,Herbalism and Medicine,1,6
3,247,Herbalism and Medicine,1,10
3,247,Herbalism and Medicine,1,5.5
3,247,Herbalism and Medicine,1,7.75
3,247,Hunting and Gathering Skills,2,16.5
3,247,Hunting and Gathering Skills,2,11.5
3,247,Hunting and Gathering Skills,2,10
3,247,Hunting and Gathering Skills,2,9
3,247,Hunting and Gathering Skills,2,17.5
3,247,Hunting and Gathering Skills,2,10
3,247,Language and Linguistics,2,19
3,247,Language and Linguistics,2,11
3,247,Language and Linguistics,2,18
3,247,Language and Linguistics,2,7
3,247,Language and Linguistics,2,12
3,247,Language and Linguistics,2,8
3,247,Language and Linguistics,2,5
3,247,Language and Linguistics,2,14
3,247,Language and Linguistics,2,6
3,247,Shamanism and Spiritual Practices,2,9.5
3,247,Shamanism and Spiritual Practices,2,7
3,247,Shamanism and Spiritual Practices,2,10
3,247,Shamanism and Spiritual Practices,2,9
3,247,Shamanism and Spiritual Practices,2,11.5
3,247,Shamanism and Spiritual Practices,2,7.5
3,247,Shamanism and Spiritual Practices,2,10.5
3,247,Shamanism and Spiritual Practices,2,7
3,247,Shamanism and Spiritual Practices,2,10
3,247,Shamanism and Spiritual Practices,2,9.5
3,247,Social Organization and Governance,2,13.5
3,247,Social Organization and Governance,2,12.5
3,247,Social Organization and Governance,2,14.5
3,247,Social Organization and Governance,2,8.5
3,247,Social Organization and Governance,2,12.5
3,247,Tribal Lore and Traditions,1,14
3,247,Tribal Lore and Traditions,1,14.5
3,247,Tribal Lore and Traditions,1,15.5
3,247,Warfare and Diplomacy,1,3
3,247,Warfare and Diplomacy,1,5
3,247,Warfare and Diplomacy,1,5
3,247,Warfare and Diplomacy,1,11
3,247,Warfare and Diplomacy,1,9
3,247,Warfare and Diplomacy,1,12.5
3,247,Warfare and Diplomacy,1,8
3,247,Warfare and Diplomacy,1,14
3,250,Art and Symbolism,2,11.5
3,250,Art and Symbolism,2,11
3,250,Art and Symbolism,2,11
3,250,Art and Symbolism,2,9
3,250,Art and Symbolism,2,8.5
3,250,Art and Symbolism,2,13
3,250,Art and Symbolism,2,12
3,250,Astronomy and Celestial Navigation,1,14.25
3,250,Astronomy and Celestial Navigation,1,12.75
3,250,Astronomy and Celestial Navigation,1,11
3,250,Astronomy and Celestial Navigation,1,9.5
3,250,Astronomy and Celestial Navigation,1,12.25
3,250,Astronomy and Celestial Navigation,1,13.25
3,250,Astronomy and Celestial Navigation,1,14.25
3,250,Astronomy and Celestial Navigation,1,13
3,250,Environmental Stewardship,1,12.75
3,250,Environmental Stewardship,1,12.75
3,250,Environmental Stewardship,1,14
3,250,Environmental Stewardship,1,12.25
3,250,Environmental Stewardship,1,12.5
3,250,Environmental Stewardship,1,13.5
3,250,Environmental Stewardship,1,13.25
3,250,Environmental Stewardship,1,12.75
3,250,Environmental Stewardship,1,12
3,250,Environmental Stewardship,1,14.5
3,250,Herbalism and Medicine,1,11
3,250,Herbalism and Medicine,1,5.5
3,250,Herbalism and Medicine,1,8.25
3,250,Herbalism and Medicine,1,9.5
3,250,Hunting and Gathering Skills,2,16.5
3,250,Hunting and Gathering Skills,2,13.5
3,250,Hunting and Gathering Skills,2,19.5
3,250,Hunting and Gathering Skills,2,11
3,250,Hunting and Gathering Skills,2,12
3,250,Hunting and Gathering Skills,2,12.5
3,250,Language and Linguistics,2,9
3,250,Language and Linguistics,2,13
3,250,Language and Linguistics,2,10
3,250,Language and Linguistics,2,12
3,250,Language and Linguistics,2,9
3,250,Language and Linguistics,2,12
3,250,Language and Linguistics,2,9
3,250,Language and Linguistics,2,14
3,250,Language and Linguistics,2,13
3,250,Shamanism and Spiritual Practices,2,7
3,250,Shamanism and Spiritual Practices,2,11
3,250,Shamanism and Spiritual Practices,2,10.5
3,250,Shamanism and Spiritual Practices,2,9.5
3,250,Shamanism and Spiritual Practices,2,10
3,250,Shamanism and Spiritual Practices,2,11
3,250,Shamanism and Spiritual Practices,2,9
3,250,Shamanism and Spiritual Practices,2,11.5
3,250,Shamanism and Spiritual Practices,2,9
3,250,Social Organization and Governance,2,12
3,250,Social Organization and Governance,2,14
3,250,Social Organization and Governance,2,11.5
3,250,Social Organization and Governance,2,13.5
3,250,Social Organization and Governance,2,15
3,250,Tribal Lore and Traditions,1,13.5
3,250,Tribal Lore and Traditions,1,14.5
3,250,Tribal Lore and Traditions,1,13
3,250,Warfare and Diplomacy,1,10.5
3,250,Warfare and Diplomacy,1,8
3,250,Warfare and Diplomacy,1,13.5
3,250,Warfare and Diplomacy,1,10
3,250,Warfare and Diplomacy,1,11
3,250,Warfare and Diplomacy,1,11
3,250,Warfare and Diplomacy,1,11
3,250,Warfare and Diplomacy,1,8.5
3,257,Art and Symbolism,2,9
3,257,Art and Symbolism,2,12.5
3,257,Art and Symbolism,2,13.5
3,257,Art and Symbolism,2,10.5
3,257,Art and Symbolism,2,8.5
3,257,Art and Symbolism,2,9.5
3,257,Art and Symbolism,2,8.5
3,257,Astronomy and Celestial Navigation,1,18.75
3,257,Astronomy and Celestial Navigation,1,9
3,257,Astronomy and Celestial Navigation,1,14.5
3,257,Astronomy and Celestial Navigation,1,18.25
3,257,Astronomy and Celestial Navigation,1,9.5
3,257,Astronomy and Celestial Navigation,1,11.25
3,257,Astronomy and Celestial Navigation,1,9
3,257,Astronomy and Celestial Navigation,1,13
3,257,Environmental Stewardship,1,13.5
3,257,Environmental Stewardship,1,12.75
3,257,Environmental Stewardship,1,12.75
3,257,Environmental Stewardship,1,12.25
3,257,Environmental Stewardship,1,12.5
3,257,Environmental Stewardship,1,13
3,257,Environmental Stewardship,1,13.5
3,257,Environmental Stewardship,1,13.5
3,257,Environmental Stewardship,1,13.5
3,257,Environmental Stewardship,1,11.75
3,257,Herbalism and Medicine,1,9.5
3,257,Herbalism and Medicine,1,10.25
3,257,Herbalism and Medicine,1,6.25
3,257,Herbalism and Medicine,1,10.75
3,257,Hunting and Gathering Skills,2,10
3,257,Hunting and Gathering Skills,2,10.5
3,257,Hunting and Gathering Skills,2,12.5
3,257,Hunting and Gathering Skills,2,19.5
3,257,Hunting and Gathering Skills,2,13.5
3,257,Hunting and Gathering Skills,2,11
3,257,Language and Linguistics,2,10
3,257,Language and Linguistics,2,12
3,257,Language and Linguistics,2,20
3,257,Language and Linguistics,2,9
3,257,Language and Linguistics,2,14
3,257,Language and Linguistics,2,7
3,257,Language and Linguistics,2,20
3,257,Language and Linguistics,2,17
3,257,Language and Linguistics,2,13
3,257,Shamanism and Spiritual Practices,2,6.5
3,257,Shamanism and Spiritual Practices,2,11
3,257,Shamanism and Spiritual Practices,2,10.5
3,257,Shamanism and Spiritual Practices,2,6
3,257,Shamanism and Spiritual Practices,2,9
3,257,Shamanism and Spiritual Practices,2,9
3,257,Shamanism and Spiritual Practices,2,11.5
3,257,Shamanism and Spiritual Practices,2,12.5
3,257,Shamanism and Spiritual Practices,2,9
3,257,Shamanism and Spiritual Practices,2,10.5
3,257,Social Organization and Governance,2,12.5
3,257,Social Organization and Governance,2,11
3,257,Social Organization and Governance,2,15.5
3,257,Social Organization and Governance,2,13.5
3,257,Tribal Lore and Traditions,1,14
3,257,Tribal Lore and Traditions,1,13.5
3,257,Tribal Lore and Traditions,1,13.5
3,257,Warfare and Diplomacy,1,2.5
3,257,Warfare and Diplomacy,1,9.5
3,257,Warfare and Diplomacy,1,12.5
3,257,Warfare and Diplomacy,1,5
3,257,Warfare and Diplomacy,1,8.5
3,257,Warfare and Diplomacy,1,6
3,257,Warfare and Diplomacy,1,7
3,257,Warfare and Diplomacy,1,8
3,275,Art and Symbolism,2,10.5
3,275,Art and Symbolism,2,14.5
3,275,Art and Symbolism,2,7
3,275,Art and Symbolism,2,9
3,275,Art and Symbolism,2,9.5
3,275,Art and Symbolism,2,10.5
3,275,Art and Symbolism,2,12
3,275,Astronomy and Celestial Navigation,1,13
3,275,Astronomy and Celestial Navigation,1,10.25
3,275,Astronomy and Celestial Navigation,1,17
3,275,Astronomy and Celestial Navigation,1,8
3,275,Astronomy and Celestial Navigation,1,8.75
3,275,Astronomy and Celestial Navigation,1,9.5
3,275,Astronomy and Celestial Navigation,1,9.5
3,275,Astronomy and Celestial Navigation,1,16
3,275,Environmental Stewardship,1,13.5
3,275,Environmental Stewardship,1,12.75
3,275,Environmental Stewardship,1,11.5
3,275,Environmental Stewardship,1,12.75
3,275,Environmental Stewardship,1,13.25
3,275,Environmental Stewardship,1,13.75
3,275,Environmental Stewardship,1,12.75
3,275,Environmental Stewardship,1,14.75
3,275,Environmental Stewardship,1,14.75
3,275,Environmental Stewardship,1,14
3,275,Herbalism and Medicine,1,12
3,275,Herbalism and Medicine,1,4.75
3,275,Herbalism and Medicine,1,7.5
3,275,Herbalism and Medicine,1,7
3,275,Herbalism and Medicine,1,7.75
3,275,Hunting and Gathering Skills,2,10.5
3,275,Hunting and Gathering Skills,2,10.5
3,275,Hunting and Gathering Skills,2,12
3,275,Hunting and Gathering Skills,2,12
3,275,Hunting and Gathering Skills,2,16
3,275,Language and Linguistics,2,8
3,275,Language and Linguistics,2,5
3,275,Language and Linguistics,2,8
3,275,Language and Linguistics,2,11
3,275,Language and Linguistics,2,10
3,275,Language and Linguistics,2,7
3,275,Language and Linguistics,2,12
3,275,Language and Linguistics,2,14
3,275,Shamanism and Spiritual Practices,2,8
3,275,Shamanism and Spiritual Practices,2,8.5
3,275,Shamanism and Spiritual Practices,2,10
3,275,Shamanism and Spiritual Practices,2,10.5
3,275,Shamanism and Spiritual Practices,2,13
3,275,Shamanism and Spiritual Practices,2,9
3,275,Shamanism and Spiritual Practices,2,9.5
3,275,Shamanism and Spiritual Practices,2,8
3,275,Shamanism and Spiritual Practices,2,10
3,275,Shamanism and Spiritual Practices,2,9
3,275,Social Organization and Governance,2,10.5
3,275,Social Organization and Governance,2,15
3,275,Social Organization and Governance,2,12
3,275,Social Organization and Governance,2,12
3,275,Social Organization and Governance,2,11.5
3,275,Tribal Lore and Traditions,1,13.5
3,275,Tribal Lore and Traditions,1,14.5
3,275,Tribal Lore and Traditions,1,12.5
3,275,Warfare and Diplomacy,1,9.5
3,275,Warfare and Diplomacy,1,8.5
3,275,Warfare and Diplomacy,1,10
3,275,Warfare and Diplomacy,1,13.5
3,275,Warfare and Diplomacy,1,11.5
3,275,Warfare and Diplomacy,1,11
3,275,Warfare and Diplomacy,1,8.5
3,279,Art and Symbolism,2,8.5
3,279,Art and Symbolism,2,11
3,279,Art and Symbolism,2,13
3,279,Art and Symbolism,2,10.5
3,279,Art and Symbolism,2,10
3,279,Art and Symbolism,2,11
3,279,Art and Symbolism,2,7.5
3,279,Astronomy and Celestial Navigation,1,13
3,279,Astronomy and Celestial Navigation,1,11.75
3,279,Astronomy and Celestial Navigation,1,12.25
3,279,Astronomy and Celestial Navigation,1,17.5
3,279,Astronomy and Celestial Navigation,1,11.5
3,279,Astronomy and Celestial Navigation,1,14.5
3,279,Astronomy and Celestial Navigation,1,12.25
3,279,Environmental Stewardship,1,13
3,279,Environmental Stewardship,1,11.75
3,279,Environmental Stewardship,1,10.75
3,279,Environmental Stewardship,1,13
3,279,Environmental Stewardship,1,12.5
3,279,Environmental Stewardship,1,11.25
3,279,Environmental Stewardship,1,12.75
3,279,Environmental Stewardship,1,13.5
3,279,Environmental Stewardship,1,12.5
3,279,Environmental Stewardship,1,13.5
3,279,Herbalism and Medicine,1,8.75
3,279,Herbalism and Medicine,1,6.75
3,279,Herbalism and Medicine,1,5.5
3,279,Herbalism and Medicine,1,8.75
3,279,Hunting and Gathering Skills,2,10
3,279,Hunting and Gathering Skills,2,11.5
3,279,Hunting and Gathering Skills,2,11
3,279,Hunting and Gathering Skills,2,8
3,279,Hunting and Gathering Skills,2,10
3,279,Hunting and Gathering Skills,2,14
3,279,Language and Linguistics,2,17
3,279,Language and Linguistics,2,12
3,279,Language and Linguistics,2,10
3,279,Language and Linguistics,2,14
3,279,Language and Linguistics,2,10
3,279,Language and Linguistics,2,10
3,279,Language and Linguistics,2,16
3,279,Language and Linguistics,2,10
3,279,Language and Linguistics,2,11
3,279,Shamanism and Spiritual Practices,2,8.5
3,279,Shamanism and Spiritual Practices,2,11.5
3,279,Shamanism and Spiritual Practices,2,12.5
3,279,Shamanism and Spiritual Practices,2,9
3,279,Shamanism and Spiritual Practices,2,9.5
3,279,Shamanism and Spiritual Practices,2,8.5
3,279,Shamanism and Spiritual Practices,2,7.5
3,279,Shamanism and Spiritual Practices,2,12
3,279,Shamanism and Spiritual Practices,2,10
3,279,Shamanism and Spiritual Practices,2,9
3,279,Social Organization and Governance,2,13
3,279,Social Organization and Governance,2,11
3,279,Social Organization and Governance,2,11
3,279,Social Organization and Governance,2,14
3,279,Social Organization and Governance,2,13.5
3,279,Tribal Lore and Traditions,1,15
3,279,Tribal Lore and Traditions,1,13
3,279,Tribal Lore and Traditions,1,12.5
3,279,Warfare and Diplomacy,1,8
3,279,Warfare and Diplomacy,1,4
3,279,Warfare and Diplomacy,1,6
3,279,Warfare and Diplomacy,1,8
3,279,Warfare and Diplomacy,1,6
3,279,Warfare and Diplomacy,1,12
3,279,Warfare and Diplomacy,1,11.5
3,279,Warfare and Diplomacy,1,6
3,281,Art and Symbolism,2,11.5
3,281,Art and Symbolism,2,12.5
3,281,Art and Symbolism,2,10.5
3,281,Art and Symbolism,2,9
3,281,Art and Symbolism,2,7
3,281,Art and Symbolism,2,5.5
3,281,Art and Symbolism,2,9
3,281,Astronomy and Celestial Navigation,1,12.75
3,281,Astronomy and Celestial Navigation,1,15.5
3,281,Astronomy and Celestial Navigation,1,15
3,281,Astronomy and Celestial Navigation,1,7.5
3,281,Astronomy and Celestial Navigation,1,10.25
3,281,Astronomy and Celestial Navigation,1,17
3,281,Environmental Stewardship,1,11
3,281,Environmental Stewardship,1,11.75
3,281,Environmental Stewardship,1,14
3,281,Environmental Stewardship,1,13
3,281,Environmental Stewardship,1,12
3,281,Environmental Stewardship,1,12.25
3,281,Environmental Stewardship,1,13.75
3,281,Environmental Stewardship,1,13.75
3,281,Environmental Stewardship,1,11.5
3,281,Environmental Stewardship,1,13.75
3,281,Herbalism and Medicine,1,8.75
3,281,Herbalism and Medicine,1,14
3,281,Herbalism and Medicine,1,6.75
3,281,Herbalism and Medicine,1,9.25
3,281,Herbalism and Medicine,1,9.5
3,281,Hunting and Gathering Skills,2,11
3,281,Hunting and Gathering Skills,2,16
3,281,Hunting and Gathering Skills,2,10.5
3,281,Hunting and Gathering Skills,2,9.5
3,281,Hunting and Gathering Skills,2,20
3,281,Language and Linguistics,2,11
3,281,Language and Linguistics,2,11
3,281,Language and Linguistics,2,14
3,281,Language and Linguistics,2,12
3,281,Language and Linguistics,2,16
3,281,Language and Linguistics,2,9
3,281,Language and Linguistics,2,5
3,281,Language and Linguistics,2,14
3,281,Language and Linguistics,2,16
3,281,Shamanism and Spiritual Practices,2,9.5
3,281,Shamanism and Spiritual Practices,2,11.5
3,281,Shamanism and Spiritual Practices,2,10
3,281,Shamanism and Spiritual Practices,2,7
3,281,Shamanism and Spiritual Practices,2,7.5
3,281,Shamanism and Spiritual Practices,2,10
3,281,Shamanism and Spiritual Practices,2,15
3,281,Shamanism and Spiritual Practices,2,11
3,281,Shamanism and Spiritual Practices,2,8.5
3,281,Shamanism and Spiritual Practices,2,10.5
3,281,Social Organization and Governance,2,11.5
3,281,Social Organization and Governance,2,15.5
3,281,Social Organization and Governance,2,13.5
3,281,Social Organization and Governance,2,14.5
3,281,Social Organization and Governance,2,11.5
3,281,Tribal Lore and Traditions,1,14.5
3,281,Tribal Lore and Traditions,1,15.5
3,281,Tribal Lore and Traditions,1,12.5
3,281,Warfare and Diplomacy,1,9
3,281,Warfare and Diplomacy,1,5.5
3,281,Warfare and Diplomacy,1,13
3,281,Warfare and Diplomacy,1,14
3,281,Warfare and Diplomacy,1,11.5
3,281,Warfare and Diplomacy,1,11
3,281,Warfare and Diplomacy,1,5
3,281,Warfare and Diplomacy,1,3
3,285,Art and Symbolism,2,7.5
3,285,Art and Symbolism,2,9.5
3,285,Art and Symbolism,2,11
3,285,Art and Symbolism,2,6
3,285,Art and Symbolism,2,9
3,285,Art and Symbolism,2,10
3,285,Art and Symbolism,2,8.5
3,285,Astronomy and Celestial Navigation,1,9
3,285,Astronomy and Celestial Navigation,1,10.25
3,285,Astronomy and Celestial Navigation,1,11.25
3,285,Astronomy and Celestial Navigation,1,9
3,285,Astronomy and Celestial Navigation,1,11
3,285,Astronomy and Celestial Navigation,1,11.5
3,285,Astronomy and Celestial Navigation,1,7.25
3,285,Environmental Stewardship,1,13.75
3,285,Environmental Stewardship,1,14
3,285,Environmental Stewardship,1,14.5
3,285,Environmental Stewardship,1,13.25
3,285,Environmental Stewardship,1,14.75
3,285,Environmental Stewardship,1,12
3,285,Environmental Stewardship,1,13.75
3,285,Environmental Stewardship,1,14.25
3,285,Environmental Stewardship,1,12.75
3,285,Herbalism and Medicine,1,7.5
3,285,Herbalism and Medicine,1,6
3,285,Herbalism and Medicine,1,7.5
3,285,Herbalism and Medicine,1,5.75
3,285,Herbalism and Medicine,1,11.75
3,285,Hunting and Gathering Skills,2,16
3,285,Hunting and Gathering Skills,2,15.5
3,285,Hunting and Gathering Skills,2,13
3,285,Hunting and Gathering Skills,2,13.5
3,285,Hunting and Gathering Skills,2,9.5
3,285,Language and Linguistics,2,7
3,285,Language and Linguistics,2,3
3,285,Language and Linguistics,2,7
3,285,Language and Linguistics,2,13
3,285,Language and Linguistics,2,6
3,285,Language and Linguistics,2,11
3,285,Language and Linguistics,2,8
3,285,Language and Linguistics,2,12
3,285,Language and Linguistics,2,12
3,285,Shamanism and Spiritual Practices,2,7.5
3,285,Shamanism and Spiritual Practices,2,10
3,285,Shamanism and Spiritual Practices,2,8.5
3,285,Shamanism and Spiritual Practices,2,10.5
3,285,Shamanism and Spiritual Practices,2,9.5
3,285,Shamanism and Spiritual Practices,2,7
3,285,Shamanism and Spiritual Practices,2,9
3,285,Shamanism and Spiritual Practices,2,12
3,285,Shamanism and Spiritual Practices,2,8.5
3,285,Social Organization and Governance,2,11.5
3,285,Social Organization and Governance,2,11.5
3,285,Social Organization and Governance,2,12
3,285,Social Organization and Governance,2,11
3,285,Tribal Lore and Traditions,1,12.5
3,285,Tribal Lore and Traditions,1,14
3,285,Tribal Lore and Traditions,1,12.5
3,285,Warfare and Diplomacy,1,10
3,285,Warfare and Diplomacy,1,11.5
3,285,Warfare and Diplomacy,1,10
3,285,Warfare and Diplomacy,1,8
3,285,Warfare and Diplomacy,1,8.5
3,285,Warfare and Diplomacy,1,14.5
3,285,Warfare and Diplomacy,1,9
3,285,Warfare and Diplomacy,1,10.5
3,286,Art and Symbolism,2,20
3,286,Art and Symbolism,2,13
3,286,Art and Symbolism,2,9
3,286,Art and Symbolism,2,6
3,286,Art and Symbolism,2,4.5
3,286,Art and Symbolism,2,10.5
3,286,Art and Symbolism,2,9.5
3,286,Astronomy and Celestial Navigation,1,8.5
3,286,Astronomy and Celestial Navigation,1,12.75
3,286,Astronomy and Celestial Navigation,1,10.75
3,286,Astronomy and Celestial Navigation,1,13.5
3,286,Astronomy and Celestial Navigation,1,17.75
3,286,Astronomy and Celestial Navigation,1,10.25
3,286,Astronomy and Celestial Navigation,1,13.5
3,286,Astronomy and Celestial Navigation,1,20
3,286,Environmental Stewardship,1,13.75
3,286,Environmental Stewardship,1,14.5
3,286,Environmental Stewardship,1,11.5
3,286,Environmental Stewardship,1,11.25
3,286,Environmental Stewardship,1,14.25
3,286,Environmental Stewardship,1,11.25
3,286,Environmental Stewardship,1,13.75
3,286,Environmental Stewardship,1,10.75
3,286,Environmental Stewardship,1,13.75
3,286,Environmental Stewardship,1,12.75
3,286,Herbalism and Medicine,1,5.75
3,286,Herbalism and Medicine,1,5.5
3,286,Herbalism and Medicine,1,9
3,286,Herbalism and Medicine,1,6.25
3,286,Hunting and Gathering Skills,2,16
3,286,Hunting and Gathering Skills,2,11.5
3,286,Hunting and Gathering Skills,2,9
3,286,Hunting and Gathering Skills,2,19.5
3,286,Hunting and Gathering Skills,2,10
3,286,Language and Linguistics,2,17
3,286,Language and Linguistics,2,15
3,286,Language and Linguistics,2,12
3,286,Language and Linguistics,2,15
3,286,Language and Linguistics,2,7
3,286,Language and Linguistics,2,8
3,286,Language and Linguistics,2,14
3,286,Language and Linguistics,2,11
3,286,Shamanism and Spiritual Practices,2,7
3,286,Shamanism and Spiritual Practices,2,8
3,286,Shamanism and Spiritual Practices,2,9
3,286,Shamanism and Spiritual Practices,2,10
3,286,Shamanism and Spiritual Practices,2,11
3,286,Shamanism and Spiritual Practices,2,9.5
3,286,Shamanism and Spiritual Practices,2,10.5
3,286,Shamanism and Spiritual Practices,2,11.5
3,286,Shamanism and Spiritual Practices,2,11
3,286,Shamanism and Spiritual Practices,2,8.5
3,286,Social Organization and Governance,2,10
3,286,Social Organization and Governance,2,12.5
3,286,Social Organization and Governance,2,12.5
3,286,Social Organization and Governance,2,14
3,286,Social Organization and Governance,2,12
3,286,Tribal Lore and Traditions,1,14
3,286,Tribal Lore and Traditions,1,15
3,286,Tribal Lore and Traditions,1,13.5
3,286,Warfare and Diplomacy,1,5.5
3,286,Warfare and Diplomacy,1,8.5
3,286,Warfare and Diplomacy,1,6
3,286,Warfare and Diplomacy,1,7.5
3,286,Warfare and Diplomacy,1,9.5
3,286,Warfare and Diplomacy,1,9.5
3,286,Warfare and Diplomacy,1,4
3,286,Warfare and Diplomacy,1,5.5
3,338,Art and Symbolism,2,7.5
3,338,Art and Symbolism,2,5.5
3,338,Art and Symbolism,2,6
3,338,Art and Symbolism,2,10
3,338,Art and Symbolism,2,9
3,338,Art and Symbolism,2,10
3,338,Art and Symbolism,2,12.5
3,338,Astronomy and Celestial Navigation,1,15.75
3,338,Astronomy and Celestial Navigation,1,8.5
3,338,Astronomy and Celestial Navigation,1,17.75
3,338,Astronomy and Celestial Navigation,1,15.75
3,338,Astronomy and Celestial Navigation,1,6.25
3,338,Astronomy and Celestial Navigation,1,18.25
3,338,Astronomy and Celestial Navigation,1,14.25
3,338,Astronomy and Celestial Navigation,1,11
3,338,Environmental Stewardship,1,11
3,338,Environmental Stewardship,1,12.5
3,338,Environmental Stewardship,1,11.5
3,338,Environmental Stewardship,1,12.5
3,338,Environmental Stewardship,1,13.5
3,338,Environmental Stewardship,1,13.25
3,338,Environmental Stewardship,1,14.25
3,338,Environmental Stewardship,1,14.5
3,338,Environmental Stewardship,1,12.25
3,338,Environmental Stewardship,1,14
3,338,Herbalism and Medicine,1,12.5
3,338,Herbalism and Medicine,1,7
3,338,Herbalism and Medicine,1,7.25
3,338,Herbalism and Medicine,1,5.25
3,338,Herbalism and Medicine,1,6.75
3,338,Hunting and Gathering Skills,2,9.5
3,338,Hunting and Gathering Skills,2,10.5
3,338,Hunting and Gathering Skills,2,11
3,338,Hunting and Gathering Skills,2,13.5
3,338,Hunting and Gathering Skills,2,11.5
3,338,Hunting and Gathering Skills,2,10.5
3,338,Language and Linguistics,2,15
3,338,Language and Linguistics,2,13
3,338,Language and Linguistics,2,9
3,338,Language and Linguistics,2,15
3,338,Language and Linguistics,2,14
3,338,Language and Linguistics,2,8
3,338,Language and Linguistics,2,6
3,338,Language and Linguistics,2,18
3,338,Shamanism and Spiritual Practices,2,14
3,338,Shamanism and Spiritual Practices,2,10
3,338,Shamanism and Spiritual Practices,2,9
3,338,Shamanism and Spiritual Practices,2,7
3,338,Shamanism and Spiritual Practices,2,8
3,338,Shamanism and Spiritual Practices,2,9.5
3,338,Shamanism and Spiritual Practices,2,7.5
3,338,Shamanism and Spiritual Practices,2,10
3,338,Shamanism and Spiritual Practices,2,11.5
3,338,Shamanism and Spiritual Practices,2,7.5
3,338,Social Organization and Governance,2,13
3,338,Social Organization and Governance,2,10.5
3,338,Social Organization and Governance,2,11
3,338,Social Organization and Governance,2,14
3,338,Social Organization and Governance,2,13.5
3,338,Tribal Lore and Traditions,1,11.5
3,338,Tribal Lore and Traditions,1,15.5
3,338,Tribal Lore and Traditions,1,14
3,338,Warfare and Diplomacy,1,6.5
3,338,Warfare and Diplomacy,1,13
3,338,Warfare and Diplomacy,1,14
3,338,Warfare and Diplomacy,1,10.5
3,338,Warfare and Diplomacy,1,4
3,338,Warfare and Diplomacy,1,6
3,338,Warfare and Diplomacy,1,6.5
3,338,Warfare and Diplomacy,1,7.5
3,359,Art and Symbolism,2,13
3,359,Art and Symbolism,2,6.5
3,359,Art and Symbolism,2,5.5
3,359,Art and Symbolism,2,13
3,359,Art and Symbolism,2,11
3,359,Art and Symbolism,2,8.5
3,359,Art and Symbolism,2,17
3,359,Astronomy and Celestial Navigation,1,11
3,359,Astronomy and Celestial Navigation,1,8.5
3,359,Astronomy and Celestial Navigation,1,17.5
3,359,Astronomy and Celestial Navigation,1,11.25
3,359,Astronomy and Celestial Navigation,1,12.25
3,359,Astronomy and Celestial Navigation,1,10.75
3,359,Astronomy and Celestial Navigation,1,11.75
3,359,Astronomy and Celestial Navigation,1,9.25
3,359,Environmental Stewardship,1,15.25
3,359,Environmental Stewardship,1,11
3,359,Environmental Stewardship,1,12.75
3,359,Environmental Stewardship,1,12.25
3,359,Environmental Stewardship,1,14
3,359,Environmental Stewardship,1,11.75
3,359,Environmental Stewardship,1,12.25
3,359,Environmental Stewardship,1,13.25
3,359,Environmental Stewardship,1,13.75
3,359,Environmental Stewardship,1,13.75
3,359,Herbalism and Medicine,1,9.25
3,359,Herbalism and Medicine,1,10
3,359,Herbalism and Medicine,1,6.25
3,359,Herbalism and Medicine,1,10.5
3,359,Herbalism and Medicine,1,6
3,359,Hunting and Gathering Skills,2,4.5
3,359,Hunting and Gathering Skills,2,17.5
3,359,Hunting and Gathering Skills,2,12
3,359,Hunting and Gathering Skills,2,6.5
3,359,Hunting and Gathering Skills,2,11.5
3,359,Hunting and Gathering Skills,2,11
3,359,Language and Linguistics,2,13
3,359,Language and Linguistics,2,13
3,359,Language and Linguistics,2,8
3,359,Language and Linguistics,2,11
3,359,Language and Linguistics,2,11
3,359,Language and Linguistics,2,10
3,359,Language and Linguistics,2,9
3,359,Language and Linguistics,2,19
3,359,Shamanism and Spiritual Practices,2,10.5
3,359,Shamanism and Spiritual Practices,2,11.5
3,359,Shamanism and Spiritual Practices,2,10.5
3,359,Shamanism and Spiritual Practices,2,9.5
3,359,Shamanism and Spiritual Practices,2,7.5
3,359,Shamanism and Spiritual Practices,2,12
3,359,Shamanism and Spiritual Practices,2,10
3,359,Shamanism and Spiritual Practices,2,9
3,359,Shamanism and Spiritual Practices,2,9.5
3,359,Shamanism and Spiritual Practices,2,11
3,359,Social Organization and Governance,2,16
3,359,Social Organization and Governance,2,12
3,359,Social Organization and Governance,2,12.5
3,359,Social Organization and Governance,2,13.5
3,359,Social Organization and Governance,2,15
3,359,Tribal Lore and Traditions,1,15.5
3,359,Tribal Lore and Traditions,1,15.5
3,359,Tribal Lore and Traditions,1,14
3,359,Warfare and Diplomacy,1,10.5
3,359,Warfare and Diplomacy,1,10
3,359,Warfare and Diplomacy,1,8.5
3,359,Warfare and Diplomacy,1,6.5
3,359,Warfare and Diplomacy,1,6.5
3,359,Warfare and Diplomacy,1,9.5
3,359,Warfare and Diplomacy,1,9
3,359,Warfare and Diplomacy,1,7.5
3,363,Art and Symbolism,2,11
3,363,Art and Symbolism,2,12
3,363,Art and Symbolism,2,8
3,363,Art and Symbolism,2,5.5
3,363,Art and Symbolism,2,11.5
